รหัสสถานี,เขต,สถานี,วัน-เวลา,ฝน 5 นาที,ฝน 15 นาที,ฝน 30 นาที,ฝน 1 ชม.,ฝน 3 ชม.,ฝน 6 ชม.,ฝน 12 ชม.,ฝน 24 ชม.,ดูข้อมูล
RF.BNA.01,บางนา,สนข.บางนา,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BBN.01,บางบอน,สนข.บางบอน,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BPD.01,บางพลัด,สนข.บางพลัด,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.PPS.01,ป้อมปราบฯ,สนข.ป้อมปราบฯ,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.PYT.01,พญาไท,สนข.พญาไท,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.SLG.01,สวนหลวง,สนข.สวนหลวง,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.SMI.01,สายไหม,สนข.สายไหม,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.HKG.01,ห้วยขวาง,สนข.ห้วยขวาง,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.SPK.01,อำเภอเมืองสมุทรปราการ,ส.คลองสำโรง,2560-10-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.TKU.02,ทุ่งครุ,ปตร.คลองรางจาก-ถ.ประชาอุทิศ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,ดูข้อมูล
RF.RBN.01,ราษฏร์บูรณะ,สนข.ราษฎร์บูรณะ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,ดูข้อมูล
RF.BKL.01,บางคอแหลม,สนข.บางคอแหลม,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.5,0.5,38.5,38.5,ดูข้อมูล
RF.KSW.03,คลองสามวา,จุดวัด ค.เก้า-วัดศรีสุขฯ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,14.5,34.5,ดูข้อมูล
RF.JTG.01,จอมทอง,สนข.จอมทอง,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,ดูข้อมูล
RF.BNA.03,บางนา,จุดวัด ค.บางนา-ถ.ศรีนครินทร์,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.5,33.5,ดูข้อมูล
RF.NKM.02,หนองแขม,จุดวัด ค.ทวีฯ-ค.ภาษีฯ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.5,ดูข้อมูล
RF.TWW.03,ทวีวัฒนา,ปตร.คลองขุนศรีฯ-ค.มหาสวัสดิ์,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.5,26.5,ดูข้อมูล
RF.TBR.03,ธนบุรี,ส.ดาวคะนอง,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.5,25.5,ดูข้อมูล
RF.SPK.01,อำเภอเมืองสมุทรปราการ,ส.คลองสำโรง,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,ดูข้อมูล
RF.KSN.02,คลองสาน,ส.คลองบางไส้ไก่,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,ดูข้อมูล
RF.TLC.02,ตลิ่งชัน,ปตร.คลองบัว-ทางรถไฟ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,ดูข้อมูล
RF.BKE.02,บางแค,ค.ราชมนตรี-ภาษีเจริญ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,ดูข้อมูล
RF.BKT.04,บางขุนเทียน,ส.คลองราชมนตรี,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,ดูข้อมูล
RF.PSC.01,ภาษีเจริญ,สนข.ภาษีเจริญ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,ดูข้อมูล
RF.YNW.01,ยานนาวา,สนข.ยานนาวา,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,ดูข้อมูล
RF.KTY.05,คลองเตย,จุดวัดสวนเบญจสิริ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,14.5,18.0,ดูข้อมูล
RF.STN.02,สาทร,ส.คลองสาทร,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,ดูข้อมูล
RF.PKN.04,พระโขนง,ส.บางจาก,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,ดูข้อมูล
RF.BBN.01,บางบอน,สนข.บางบอน,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.5,ดูข้อมูล
RF.BRK.01,บางรัก,สนข.บางรัก,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,ดูข้อมูล
RF.NJK.04,หนองจอก,ปตร.คลองสิบสาม,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.5,10.0,11.0,ดูข้อมูล
RF.PWT.01,ประเวศ,สนข.ประเวศ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.5,ดูข้อมูล
RF.BKY.02,บางกอกใหญ่,ส.คลองบางกอกใหญ่,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,ดูข้อมูล
RF.SLG.01,สวนหลวง,สนข.สวนหลวง,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,ดูข้อมูล
RF.BKA.02,บางเขน,จุดวัด ค.บางบัว,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,ดูข้อมูล
RF.SPW.01,สัมพันธวงศ์,ท่าน้ำสวัสดี,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,ดูข้อมูล
RF.BKN.02,บางกอกน้อย,ส.คลองมอญ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,ดูข้อมูล
RF.PNK.03,พระนคร,ปากคลองตลาด,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,ดูข้อมูล
RF.WTL.03,วังทองหลาง,ส.คลองเจ้าคุณสิงห์,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,ดูข้อมูล
RF.SMI.03,สายไหม,ปตร.พระยาสุเรนทร์,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,ดูข้อมูล
RF.LSI.01,หลักสี่,สนข.หลักสี่,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,ดูข้อมูล
RF.DMG.01,ดอนเมือง,สนข.ดอนเมือง,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,ดูข้อมูล
RF.BKP.02,บางกะปิ,จุดวัด ค.แสนแสบ-เขตบางกะปิ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ดูข้อมูล
RF.PTW.02,ปทุมวัน,ปตร.คลองอรชร,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ดูข้อมูล
RF.LKB.02,ลาดกระบัง,ปตร.คลองประเวศฯ-ลาดกระบัง,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ดูข้อมูล
RF.SPS.01,สะพานสูง,สนข.สะพานสูง,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ดูข้อมูล
RF.KNY.02,คันนายาว,จุดวัด ค.ลำชะล่า-ถ.นวมินทร์,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,ดูข้อมูล
RF.CTC.03,จตุจักร,จุดวัด ถ.เทศบาลสงเคราะห์,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.PYT.01,พญาไท,สนข.พญาไท,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.MBR.02,มีนบุรี,ปตร.ประชาร่วมใจ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,ดูข้อมูล
RF.WTN.02,วัฒนา,ส.แสนแสบ-คลองตัน,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.DDG.02,ดินแดง,ศูนย์ฯ (ดินแดง),2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.DST.01,ดุสิต,สนข.ดุสิต,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BSU.01,บางซื่อ,สนข.บางซื่อ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BPD.01,บางพลัด,สนข.บางพลัด,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKM.01,บึงกุ่ม,สนข.บึงกุ่ม,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.PPS.01,ป้อมปราบฯ,สนข.ป้อมปราบฯ,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.RTW.01,ราชเทวี,สนข.ราชเทวี,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.LPW.01,ลาดพร้าว,สนข.ลาดพร้าว,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.HKG.01,ห้วยขวาง,สนข.ห้วยขวาง,2560-10-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BNA.03,บางนา,จุดวัด ค.บางนา-ถ.ศรีนครินทร์,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,ดูข้อมูล
RF.HKG.02,ห้วยขวาง,ส.สามเสน-ค.แสนแสบ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,ดูข้อมูล
RF.KTY.03,คลองเตย,ส.พระโขนง,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,ดูข้อมูล
RF.WTN.02,วัฒนา,ส.แสนแสบ-คลองตัน,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,ดูข้อมูล
RF.WTL.03,วังทองหลาง,ส.คลองเจ้าคุณสิงห์,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,ดูข้อมูล
RF.PWT.03,ประเวศ,จุดวัดบึงหนองบอน,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,ดูข้อมูล
RF.PKN.01,พระโขนง,สนข.พระโขนง,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,1.5,1.5,1.5,2.0,ดูข้อมูล
RF.YNW.02,ยานนาวา,ส.คลองช่องนนทรี,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,1.5,1.5,1.5,2.0,ดูข้อมูล
RF.CTC.03,จตุจักร,จุดวัด ถ.เทศบาลสงเคราะห์,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,ดูข้อมูล
RF.LSI.03,หลักสี่,จุดวัดศูนย์ราชการ-ถ.แจ้งวัฒนะ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,ดูข้อมูล
RF.SPK.01,อำเภอเมืองสมุทรปราการ,ส.คลองสำโรง,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,ดูข้อมูล
RF.KNY.02,คันนายาว,จุดวัด ค.ลำชะล่า-ถ.นวมินทร์,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.JTG.03,จอมทอง,ส.คลองสี่บาท,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.TKU.02,ทุ่งครุ,ปตร.คลองรางจาก-ถ.ประชาอุทิศ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.BKT.03,บางขุนเทียน,ส.คลองระหาญ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.PSC.04,ภาษีเจริญ,ส.คลองภาษีเจริญ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,ดูข้อมูล
RF.SPS.01,สะพานสูง,สนข.สะพานสูง,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.NKM.02,หนองแขม,จุดวัด ค.ทวีฯ-ค.ภาษีฯ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.NJK.07,หนองจอก,จุดวัด ค.แสนแสบ-วัดทรัพย์ฯ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.KSN.01,คลองสาน,สนข.คลองสาน,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.KSW.01,คลองสามวา,สนข.คลองสามวา,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.DMG.01,ดอนเมือง,สนข.ดอนเมือง,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.DDG.02,ดินแดง,ศูนย์ฯ (ดินแดง),2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.DST.01,ดุสิต,สนข.ดุสิต,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.TLC.01,ตลิ่งชัน,สนข.ตลิ่งชัน,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.TWW.01,ทวีวัฒนา,สนข.ทวีวัฒนา,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.TBR.01,ธนบุรี,สนข.ธนบุรี,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKN.01,บางกอกน้อย,สนข.บางกอกน้อย,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKY.01,บางกอกใหญ่,สนข.บางกอกใหญ่,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKP.02,บางกะปิ,จุดวัด ค.แสนแสบ-เขตบางกะปิ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKA.01,บางเขน,สนข.บางเขน,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKL.01,บางคอแหลม,สนข.บางคอแหลม,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKE.01,บางแค,สนข.บางแค,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BSU.01,บางซื่อ,สนข.บางซื่อ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BBN.01,บางบอน,สนข.บางบอน,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BPD.01,บางพลัด,สนข.บางพลัด,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BRK.01,บางรัก,สนข.บางรัก,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKM.01,บึงกุ่ม,สนข.บึงกุ่ม,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.PTW.01,ปทุมวัน,สนข.ปทุมวัน,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.PPS.01,ป้อมปราบฯ,สนข.ป้อมปราบฯ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.PYT.01,พญาไท,สนข.พญาไท,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.PNK.01,พระนคร,สนข.พระนคร,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.MBR.01,มีนบุรี,สนข.มีนบุรี,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.RTW.01,ราชเทวี,สนข.ราชเทวี,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.RBN.01,ราษฏร์บูรณะ,สนข.ราษฎร์บูรณะ,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.LKB.02,ลาดกระบัง,ปตร.คลองประเวศฯ-ลาดกระบัง,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.LPW.01,ลาดพร้าว,สนข.ลาดพร้าว,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.SLG.01,สวนหลวง,สนข.สวนหลวง,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.SPW.01,สัมพันธวงศ์,ท่าน้ำสวัสดี,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.STN.01,สาทร,สนข.สาทร,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.SMI.01,สายไหม,สนข.สายไหม,2560-10-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.KTY.03,คลองเตย,ส.พระโขนง,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.TWW.03,ทวีวัฒนา,ปตร.คลองขุนศรีฯ-ค.มหาสวัสดิ์,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.PWT.03,ประเวศ,จุดวัดบึงหนองบอน,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.PKN.01,พระโขนง,สนข.พระโขนง,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.WTL.02,วังทองหลาง,ปตร.คลองลาดพร้าว,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,ดูข้อมูล
RF.KSN.01,คลองสาน,สนข.คลองสาน,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.KSW.01,คลองสามวา,สนข.คลองสามวา,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.KNY.02,คันนายาว,จุดวัด ค.ลำชะล่า-ถ.นวมินทร์,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.CTC.01,จตุจักร,บ่อสูบศาลอาญารัชดา,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.JTG.01,จอมทอง,สนข.จอมทอง,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.DMG.01,ดอนเมือง,สนข.ดอนเมือง,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.DDG.02,ดินแดง,ศูนย์ฯ (ดินแดง),2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.DST.01,ดุสิต,สนข.ดุสิต,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.TLC.01,ตลิ่งชัน,สนข.ตลิ่งชัน,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.TKU.01,ทุ่งครุ,สนข.ทุ่งครุ,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.TBR.01,ธนบุรี,สนข.ธนบุรี,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKN.01,บางกอกน้อย,สนข.บางกอกน้อย,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKY.01,บางกอกใหญ่,สนข.บางกอกใหญ่,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKP.02,บางกะปิ,จุดวัด ค.แสนแสบ-เขตบางกะปิ,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKT.01,บางขุนเทียน,สนข.บางขุนเทียน,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKA.01,บางเขน,สนข.บางเขน,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKL.01,บางคอแหลม,สนข.บางคอแหลม,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BKE.01,บางแค,สนข.บางแค,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BSU.01,บางซื่อ,สนข.บางซื่อ,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BNA.01,บางนา,สนข.บางนา,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BBN.01,บางบอน,สนข.บางบอน,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BPD.01,บางพลัด,สนข.บางพลัด,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
RF.BRK.01,บางรัก,สนข.บางรัก,2560-10-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดูข้อมูล
